S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,
6,0,1,0,0,2,28,16,34,4,13,11,1,2,0,0,1,3,19,34,1,0,11,56,9,5,94,1,23,102,1,25,-0.996417403,0.637725055,-0.162304118,-1.165618777,0.44427079,-0.002222429,-1.038584352,0.642958999,0.350292146,-0.950719297,0.596723557,0.148528427,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,3,0,3,2,31,15,34,5,15,17,0,2,1,0,3,4,15,35,15,0,14,54,8,4,93,0,26,98,2,21,-0.996417403,0.637725055,-0.162304118,-1.165618777,0.44427079,-0.002222429,-1.038584352,0.642958999,0.350292146,-0.950719297,0.596723557,0.148528427,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,0,0,0,5,31,16,33,7,13,13,0,2,1,0,1,3,15,38,1,0,13,50,8,3,93,0,26,105,1,20,-0.996432602,0.637728512,-0.16229704,-1.165647388,0.444278002,-0.002192243,-1.038676023,0.643039167,0.350235969,-0.950734019,0.596764624,0.148510262,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,0,3,0,4,3,23,17,40,8,14,16,1,1,1,0,1,6,15,38,2,1,19,52,9,2,83,0,11,82,5,20,-0.99644798,0.637722731,-0.162292153,-1.165660977,0.444289446,-0.00218374,-1.0389539,0.643098831,0.350098103,-0.950765729,0.59681356,0.148516566,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,8,2,0,3,2,27,16,40,6,15,11,1,0,3,0,0,1,13,38,2,1,20,53,10,10,84,2,16,82,1,24,-0.99644798,0.637722731,-0.162292153,-1.165660977,0.444289446,-0.00218374,-1.0389539,0.643098831,0.350098103,-0.950765729,0.59681356,0.148516566,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,3,4,6,3,26,13,41,7,14,11,0,2,1,0,0,0,15,34,0,1,19,53,9,1,86,5,11,84,2,19,-0.996459663,0.637719452,-0.162286088,-1.165660501,0.444312513,-0.002180585,-1.038967133,0.643148899,0.349871814,-0.950793803,0.596873045,0.148521453,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,1,8,7,2,25,16,41,8,14,11,1,5,1,0,6,1,16,36,0,0,16,50,9,4,83,0,15,83,8,21,-0.996459663,0.637719452,-0.162286088,-1.165660501,0.444312513,-0.002180585,-1.038967133,0.643148899,0.349871814,-0.950793803,0.596873045,0.148521453,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,1,1,1,3,3,23,13,41,5,15,11,1,2,1,0,3,2,14,34,0,1,21,56,10,6,80,2,17,83,4,22,-0.996471763,0.637723327,-0.162285268,-1.165669441,0.444342524,-0.002169118,-1.039004803,0.643091321,0.349761516,-0.950845242,0.596950591,0.148583278,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,2,0,0,1,3,27,19,41,6,16,11,3,1,1,0,3,3,14,38,0,1,21,55,9,4,86,12,16,80,3,21,-0.996471763,0.637723327,-0.162285268,-1.165669441,0.444342524,-0.002169118,-1.039004803,0.643091321,0.349761516,-0.950845242,0.596950591,0.148583278,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,1,1,2,7,2,27,12,40,6,15,10,1,1,3,0,2,6,14,37,0,0,21,54,9,1,83,1,17,83,3,21,-0.996486187,0.637735248,-0.162287563,-1.16566515,0.444357425,-0.002168382,-1.039027214,0.643103957,0.349711686,-0.95084095,0.59702915,0.148558125,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,3,0,0,2,27,17,41,6,15,11,2,1,1,0,2,1,14,39,1,0,19,53,7,3,84,1,19,84,4,21,-0.996503949,0.637750924,-0.162295118,-1.165660262,0.444372654,-0.002164704,-1.039069533,0.643158317,0.349708021,-0.95092988,0.597070813,0.148575634,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,0,5,0,7,3,25,13,42,8,16,12,11,2,5,17,1,4,14,37,0,0,20,49,10,0,84,5,19,85,1,21,-0.996582866,0.637808323,-0.162312269,-1.165655375,0.444345355,-0.002114207,-1.039258003,0.643700778,0.349771738,-0.951046705,0.597290337,0.148619771,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,1,2,0,4,5,27,15,41,7,16,13,0,0,2,0,1,3,15,38,0,1,23,55,9,9,87,0,14,87,4,21,-0.996649086,0.637833714,-0.162293315,-1.165639758,0.444367528,-0.002049587,-1.039283991,0.644093752,0.350078732,-0.951136351,0.597432792,0.148635209,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,1,2,11,3,28,18,42,5,15,10,1,1,2,0,4,6,15,39,0,14,23,58,9,3,85,0,15,88,1,21,-0.99673593,0.637861133,-0.162291974,-1.165635467,0.444403797,-0.002009112,-1.039414167,0.644158781,0.350039005,-0.95123446,0.597566843,0.148679852,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,1,0,7,2,26,14,42,4,14,5,0,1,1,1,2,12,14,32,0,0,15,52,9,3,80,3,16,89,3,22,-0.996813178,0.637952089,-0.162269354,-1.165655494,0.444402754,-0.001992187,-1.039516926,0.644358099,0.350204736,-0.951323152,0.597745538,0.14877516,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
1,1,1,9,4,2,26,13,44,6,14,11,0,0,1,1,2,6,16,35,0,0,21,53,12,4,81,6,18,86,11,22,-0.996884882,0.638003588,-0.162219152,-1.165676594,0.444417804,-0.001991672,-1.039600611,0.644421995,0.350277036,-0.951394856,0.597902596,0.148840338,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,3,0,5,3,26,16,39,4,14,11,4,0,1,0,2,2,18,40,1,0,19,55,8,3,89,1,11,86,3,24,-0.996943176,0.63803196,-0.162189811,-1.165697813,0.444422781,-0.001980563,-1.039669991,0.644627929,0.35046646,-0.951503277,0.598021746,0.14892371,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,2,0,8,2,27,16,41,7,15,11,8,0,1,0,3,3,13,39,0,1,17,54,9,3,87,0,15,87,0,19,-0.997027159,0.638115823,-0.162158892,-1.165708184,0.444432139,-0.001966076,-1.039908528,0.644569874,0.350456566,-0.951621294,0.598307967,0.149044111,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,2,1,4,3,26,15,41,6,15,10,1,1,1,0,1,5,16,44,1,0,21,50,10,4,82,1,15,85,3,21,-0.997098982,0.638253212,-0.162103325,-1.165722251,0.444478154,-0.001958608,-1.040295124,0.644311428,0.350371838,-0.951720655,0.598510861,0.149223283,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,2,2,0,3,2,29,14,41,7,15,10,2,1,2,0,3,2,15,37,0,4,22,49,8,11,85,2,14,86,4,25,-0.997158051,0.638331056,-0.162049338,-1.165709496,0.444516808,-0.001963984,-1.040602207,0.644297719,0.350587159,-0.951990783,0.598577201,0.149449632,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,3,0,6,3,28,14,38,8,16,10,2,0,1,2,2,3,11,37,0,4,17,45,10,4,87,2,16,87,1,26,-0.997230411,0.638447583,-0.162021056,-1.165699244,0.444552571,-0.001975718,-1.040707707,0.644520283,0.350883752,-0.952184379,0.598918438,0.149516672,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,2,0,4,2,30,16,39,6,15,12,0,1,5,0,0,2,16,38,0,1,21,48,12,1,87,6,14,84,1,22,-0.997293234,0.638503611,-0.162006676,-1.165690422,0.444554865,-0.002004406,-1.040971756,0.644531727,0.350996614,-0.952336848,0.599037886,0.149570808,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,1,3,0,9,1,33,14,39,3,11,14,2,1,10,0,1,2,16,32,0,0,20,45,9,6,84,1,16,87,0,24,-0.997328281,0.638527215,-0.16199781,-1.16568017,0.444602847,-0.002037651,-1.041037679,0.644740999,0.351323456,-0.952615499,0.599117339,0.149651095,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,2,2,7,6,27,15,38,6,15,12,3,1,2,0,1,3,17,36,0,0,22,45,8,3,88,2,18,86,1,24,-0.997376144,0.638572454,-0.161967129,-1.165631533,0.444602013,-0.002084593,-1.041439056,0.644901872,0.351253211,-0.952805281,0.599267483,0.149709553,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,1,1,3,3,29,15,38,7,14,10,0,2,1,0,5,2,15,36,0,0,21,47,8,5,88,0,15,80,0,19,-0.997439504,0.638613105,-0.162064657,-1.165663362,0.444600463,-0.002145968,-1.04178822,0.644924283,0.351205409,-0.952834725,0.599345326,0.149737731,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,1,0,0,3,31,14,40,8,18,10,2,3,0,0,2,1,15,36,0,0,22,47,11,8,86,1,13,82,1,23,-0.997441649,0.63860476,-0.162105843,-1.165642619,0.444648027,-0.002205352,-1.041999459,0.644772828,0.350822836,-0.952903271,0.599473417,0.149739668,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
12,1,2,0,3,4,34,16,41,10,15,8,1,0,5,1,2,6,16,36,0,0,18,40,8,1,87,2,15,88,0,19,-0.99746573,0.638638675,-0.162173584,-1.16565299,0.444696754,-0.00224422,-1.042290568,0.644875348,0.350552201,-0.953030884,0.599578261,0.149711922,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,1,13,0,0,4,31,14,39,10,19,9,1,1,3,0,2,5,15,38,0,0,22,44,9,10,89,8,16,88,0,23,-0.997484863,0.638666391,-0.162296847,-1.165631175,0.44475472,-0.002323923,-1.042596102,0.645276606,0.350810021,-0.953222334,0.599735022,0.149634734,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,1,2,0,9,5,32,15,37,12,11,6,0,1,1,0,3,6,16,36,0,2,22,48,13,5,90,7,20,83,1,24,-0.99753052,0.638701737,-0.16241549,-1.165586948,0.4448466,-0.002412052,-1.043011069,0.645483434,0.35077098,-0.953424454,0.599843144,0.149561733,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,1,0,6,5,31,13,40,7,15,9,4,1,2,1,0,2,16,38,0,0,21,46,13,6,87,2,15,92,0,23,-0.997562945,0.638744652,-0.162519693,-1.165620804,0.444970757,-0.002477565,-1.043504477,0.645478547,0.350204974,-0.95370239,0.599986732,0.149499044,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,1,0,4,4,32,16,38,3,11,7,1,4,3,1,2,1,15,36,0,0,17,47,9,3,88,1,11,84,0,22,-0.997635484,0.638792872,-0.16264981,-1.165592909,0.445063651,-0.002582174,-1.043917894,0.645422578,0.349726856,-0.953980267,0.600186527,0.149394706,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,0,5,0,3,0,35,16,38,8,17,6,1,2,5,1,2,3,13,36,0,0,21,46,9,3,89,4,16,87,0,26,-0.997689605,0.638853431,-0.162747264,-1.165626884,0.445164204,-0.002650046,-1.044305325,0.645755112,0.349890053,-0.954074979,0.60035789,0.149403349,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,7,0,2,5,31,15,37,7,16,10,1,1,13,1,2,2,16,35,3,1,20,48,6,2,91,2,15,87,6,22,-0.997744799,0.638932765,-0.162820682,-1.165667295,0.445243329,-0.002758983,-1.044801593,0.646205366,0.349994391,-0.954164326,0.600589693,0.149302721,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,2,0,3,3,26,20,34,13,9,10,1,0,3,0,2,2,16,36,12,0,23,54,11,3,89,0,15,86,4,24,-0.997820258,0.639033973,-0.162913948,-1.165726423,0.445387334,-0.002856945,-1.045017362,0.646463275,0.34994325,-0.954494596,0.600701571,0.149315223,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,1,4,3,4,6,28,16,36,9,14,10,3,2,2,6,0,3,16,32,0,9,21,51,10,4,87,0,14,88,7,23,-0.997883379,0.639117956,-0.162987277,-1.165794611,0.445432216,-0.003020321,-1.045647025,0.646958113,0.349809945,-0.954719543,0.601007879,0.149225771,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
4,0,3,0,3,1,28,19,34,8,14,0,0,6,0,0,1,1,17,36,2,1,22,52,12,0,90,2,15,89,0,22,-0.997953773,0.63921541,-0.163063511,-1.165892124,0.44555667,-0.00316085,-1.04595542,0.647283852,0.349717349,-0.955016077,0.601230621,0.149323225,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,8,3,0,2,5,33,16,35,9,13,6,2,1,2,0,1,6,17,37,0,2,19,50,11,4,88,12,14,85,1,24,-0.998007357,0.639288306,-0.163099557,-1.166297793,0.445653617,-0.003034709,-1.046216249,0.64750886,0.349690646,-0.955283165,0.601498306,0.14924109,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,12,2,3,4,31,16,35,8,13,8,0,0,1,1,1,1,15,38,3,2,21,50,11,6,89,1,16,86,3,23,-0.998057961,0.63939333,-0.163135648,-1.166386604,0.445710003,-0.003256354,-1.046633363,0.647619903,0.349698871,-0.955476224,0.601730824,0.149278104,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,2,0,4,5,30,15,36,7,13,5,2,1,0,1,2,2,17,36,0,0,19,45,16,4,89,1,16,88,1,23,-0.998128295,0.639507651,-0.16320017,-1.166315198,0.44570297,-0.003713395,-1.047295094,0.647562325,0.349252015,-0.955788136,0.601896405,0.14936775,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,1,3,0,12,2,29,15,36,6,12,6,0,5,7,0,2,3,16,39,0,1,17,50,8,1,90,2,15,88,4,21,-0.998164833,0.639594555,-0.163234413,-1.166328073,0.445697874,-0.00399847,-1.04802835,0.647754371,0.349204779,-0.956113756,0.602107763,0.149430752,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,1,1,0,2,5,25,11,37,7,14,4,0,1,3,0,6,3,16,37,0,1,19,51,9,3,91,6,15,88,1,22,-0.998208582,0.639696956,-0.163283557,-1.166386247,0.445774913,-0.004247969,-1.048395395,0.648117959,0.349483758,-0.956555903,0.602393925,0.14940992,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,1,1,2,2,25,15,37,9,15,0,0,7,3,1,0,0,15,35,1,0,18,51,9,4,90,1,12,84,0,23,-0.998256564,0.639796972,-0.1633313,-1.166451097,0.445819855,-0.00443053,-1.04876399,0.648188829,0.349568427,-0.956829131,0.602500319,0.149437487,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,1,1,1,7,27,16,36,13,14,4,0,9,5,0,2,3,13,38,0,4,23,49,9,3,91,0,19,86,0,24,-0.99829495,0.639945507,-0.163416728,-1.16649735,0.445823073,-0.004722748,-1.049395442,0.648228765,0.349509031,-0.957234502,0.602651894,0.149456725,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,3,1,1,3,29,17,32,9,14,5,1,1,2,0,2,2,13,37,0,1,21,49,9,7,89,1,16,85,1,23,-0.998294652,0.640073776,-0.163507909,-1.166593552,0.445896178,-0.005019402,-1.050148964,0.648240447,0.349405825,-0.95774132,0.602671087,0.149546281,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,0,5,1,3,3,31,17,35,7,9,4,0,1,2,1,4,2,17,37,1,0,17,48,11,5,91,3,16,88,1,23,-0.998380125,0.640221477,-0.163597107,-1.166771173,0.445969194,-0.005288892,-1.050697684,0.648194313,0.349253178,-0.958093941,0.602734268,0.14954263,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
15,0,1,0,2,4,37,19,34,6,13,4,0,1,4,0,11,3,17,41,1,0,22,48,10,2,92,1,15,92,7,25,-0.998462617,0.640366197,-0.163620457,-1.166994691,0.446056366,-0.005614068,-1.051356435,0.648021638,0.349247694,-0.958414376,0.602767408,0.149554282,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,3,0,3,2,29,14,36,5,14,0,1,1,0,1,4,3,16,38,0,0,22,51,10,4,91,13,15,86,2,25,-0.998509169,0.640476406,-0.163690478,-1.167048216,0.446096063,-0.005895681,-1.051909208,0.647911131,0.349177927,-0.95861882,0.602837682,0.149574667,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,0,3,0,1,4,21,19,37,10,14,5,5,3,2,0,11,4,17,38,0,7,20,48,11,2,92,0,16,89,2,22,-0.998596847,0.640629828,-0.163768366,-1.167390466,0.446155459,-0.006064362,-1.052786708,0.647824407,0.348945588,-0.95930171,0.60284847,0.149579391,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,3,0,3,3,23,16,36,11,13,7,1,2,1,0,2,3,16,39,5,0,21,50,11,6,91,3,14,88,1,26,-0.998649955,0.640792489,-0.163841978,-1.167443633,0.446166426,-0.006504132,-1.053739667,0.647612154,0.348886311,-0.959930122,0.60275209,0.149689794,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,3,3,2,4,20,13,36,9,11,5,0,0,3,1,1,0,17,40,0,2,21,49,11,4,90,1,16,87,0,29,-0.998702884,0.640901625,-0.16394195,-1.167557716,0.446215481,-0.006886447,-1.054706454,0.647469163,0.348615646,-0.9604972,0.602943361,0.149502814,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,0,7,3,4,23,15,37,11,11,5,1,2,1,0,2,3,13,39,9,0,22,50,14,1,91,3,17,89,1,24,-0.998737097,0.641026556,-0.164067522,-1.167602539,0.446226984,-0.007349041,-1.055543303,0.647269785,0.348488301,-0.960928142,0.602950692,0.149503738,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,4,1,0,0,2,24,12,38,8,12,5,0,1,2,0,2,1,14,36,0,0,21,49,11,6,92,7,17,88,1,26,-0.998744607,0.641131938,-0.164159462,-1.167670012,0.44623369,-0.007689272,-1.056471705,0.647225559,0.348309726,-0.9612813,0.602980614,0.149456173,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,0,1,8,1,3,26,17,40,5,8,5,0,6,1,0,1,9,15,39,1,0,22,49,11,4,91,0,17,87,0,25,-0.998764992,0.641234219,-0.164308786,-1.167883992,0.446399331,-0.008055451,-1.057206631,0.647173166,0.34806785,-0.961937904,0.603082955,0.149342179,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,0,11,0,2,0,27,16,41,8,12,6,2,1,2,1,5,3,19,35,1,16,20,50,11,1,94,6,15,92,3,26,-0.998814523,0.641369581,-0.164524034,-1.167992234,0.446404874,-0.008526964,-1.058018327,0.646988988,0.347927779,-0.962459862,0.60303247,0.149317965,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,0,1,0,2,3,24,14,39,10,11,5,1,0,1,0,3,3,13,38,2,1,22,49,12,3,93,2,15,90,2,28,-0.99878031,0.641442358,-0.164668217,-1.168236256,0.446473271,-0.00886785,-1.05911088,0.646912098,0.347423911,-0.963231564,0.603040338,0.149319693,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,3,2,0,4,6,18,14,42,7,16,5,0,2,3,0,2,3,17,35,0,1,23,48,9,2,93,4,11,91,1,26,-0.998754263,0.64145577,-0.16487281,-1.168362498,0.446563542,-0.009313313,-1.059741616,0.64723587,0.347181261,-0.963521004,0.603087842,0.14920181,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,1,1,1,3,24,14,39,7,13,5,1,1,3,0,0,1,15,36,1,1,23,50,10,4,93,2,17,90,3,26,-0.99871695,0.641467571,-0.165032074,-1.168402076,0.44655329,-0.009657649,-1.060412526,0.647105515,0.346887887,-0.963980854,0.603073478,0.149047792,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,3,0,1,4,20,13,40,7,17,8,1,1,4,9,1,3,16,35,0,0,20,50,15,6,89,3,18,91,0,29,-0.998834372,0.641538799,-0.165235922,-1.16841042,0.446423471,-0.010282051,-1.061754704,0.647186279,0.346514255,-0.964476049,0.60322392,0.148777753,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,0,2,0,1,5,24,14,42,6,13,4,1,3,2,0,2,1,17,38,1,0,17,51,9,3,93,0,16,89,2,29,-0.998509169,0.641493618,-0.165442079,-1.16861403,0.446588695,-0.010605777,-1.062426567,0.647307575,0.345966399,-0.96452117,0.603348076,0.148611754,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,3,2,1,5,29,17,43,9,18,8,0,0,2,2,2,2,17,34,0,4,19,50,10,5,94,2,18,90,0,24,-0.998458683,0.641525686,-0.16574505,-1.168660998,0.446640491,-0.011078646,-1.063196301,0.647516787,0.345624834,-0.964887023,0.603432477,0.148347244,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,0,2,1,3,4,30,16,42,9,18,4,0,2,2,0,2,2,17,37,0,0,19,50,11,6,94,2,17,90,0,27,-0.998384416,0.641573131,-0.165983498,-1.168745995,0.446673453,-0.011421304,-1.063803434,0.647468507,0.345174342,-0.965395927,0.603377461,0.14822568,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
11,0,8,1,3,0,29,16,39,8,15,4,1,10,1,0,1,1,20,37,0,0,18,51,8,5,97,6,18,92,4,28,-0.998240769,0.64155221,-0.166290462,-1.168711066,0.446873963,-0.011966741,-1.06447804,0.64771837,0.344493151,-0.965519488,0.60322535,0.14812547,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,0,2,1,1,3,26,12,41,7,15,7,0,1,2,0,4,2,17,38,4,1,19,51,16,4,96,12,17,93,3,28,-0.99829793,0.641481936,-0.166548148,-1.168838263,0.447078288,-0.012348723,-1.065199733,0.648006678,0.344096363,-0.965831876,0.603344083,0.147769555,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,0,2,0,2,4,33,11,40,5,14,5,1,9,3,0,1,3,17,36,0,2,19,50,9,5,93,0,18,93,2,23,-0.998186886,0.641453803,-0.166925371,-1.169056177,0.447241038,-0.012598042,-1.065978408,0.647841752,0.34308058,-0.966128349,0.603461146,0.147486731,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,0,11,0,3,6,36,18,41,9,14,8,1,3,4,0,0,2,17,36,0,0,19,49,13,5,95,2,18,93,5,27,-0.99807024,0.641462386,-0.167477533,-1.169095635,0.447456568,-0.012944821,-1.066530108,0.647903919,0.342246354,-0.966257513,0.603468835,0.147180244,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,1,2,4,4,10,34,16,43,4,16,4,1,4,1,0,1,0,17,38,0,0,19,48,12,7,95,1,16,90,4,23,-0.997986257,0.641373158,-0.167635605,-1.169143319,0.447578847,-0.013144194,-1.0669173,0.648298979,0.341835707,-0.96637398,0.603531897,0.146949932,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,0,3,0,3,3,32,14,40,9,16,3,0,1,0,0,11,4,16,39,3,0,19,52,9,10,92,9,15,93,5,28,-0.997908473,0.641226411,-0.16791293,-1.169195652,0.447671622,-0.013456439,-1.067355871,0.648927391,0.34157142,-0.966532588,0.603608489,0.146558315,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,0,3,0,1,3,24,13,46,6,16,5,13,1,1,1,3,6,18,37,9,0,19,53,10,4,97,1,17,91,5,29,-0.997584343,0.641120851,-0.168253213,-1.169258118,0.447830021,-0.013783284,-1.06767261,0.649167895,0.340955973,-0.966582716,0.603762269,0.146206185,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,0,2,0,0,6,26,14,43,9,16,7,0,1,3,13,2,1,18,38,1,1,22,49,10,5,96,8,19,91,5,27,-0.997365355,0.641134024,-0.168775231,-1.169307351,0.447938174,-0.014065593,-1.067795634,0.649395347,0.340299666,-0.966415823,0.604091525,0.145842254,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,0,1,0,2,4,25,17,41,7,16,12,1,0,0,0,2,0,18,37,0,0,18,51,12,3,95,1,17,91,0,26,-0.997244656,0.641085505,-0.169043079,-1.169289589,0.448000878,-0.014359049,-1.067878485,0.649753809,0.339932501,-0.96639818,0.604394436,0.145501703,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
6,1,3,0,3,3,31,15,42,7,15,3,0,1,1,2,4,5,17,41,0,13,18,50,11,3,95,1,17,93,3,26,-0.997150481,0.641037643,-0.169265345,-1.169337988,0.448077291,-0.014542612,-1.067819476,0.650100589,0.339692891,-0.966346204,0.604489803,0.145283282,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
3,0,3,8,2,6,34,15,41,4,16,6,1,3,3,15,2,3,17,39,1,0,19,52,7,3,95,4,15,93,4,26,-0.997104406,0.640885532,-0.169465899,-1.169366479,0.448189974,-0.014791694,-1.067680955,0.650491893,0.339330345,-0.966639817,0.604085982,0.145347014,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,1,2,0,2,3,33,17,43,7,18,8,0,2,4,3,2,2,17,38,0,2,18,50,10,5,95,6,17,95,2,27,-0.997193754,0.640837729,-0.169744387,-1.169351459,0.448211282,-0.015061213,-1.067559123,0.650904238,0.33912611,-0.965872347,0.604626894,0.144769147,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,0,3,12,3,5,32,13,43,11,15,7,1,3,2,0,0,2,18,39,0,0,16,55,11,13,94,1,15,94,5,28,-0.996887803,0.640826702,-0.170215428,-1.169351816,0.448298752,-0.015298962,-1.067320108,0.651077092,0.338864028,-0.966203928,0.604602218,0.144431397,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,6,1,1,0,5,29,16,40,9,12,6,0,1,1,0,2,0,16,39,0,1,25,54,9,5,94,0,16,91,3,23,-0.996658087,0.640646756,-0.170396715,-1.16932416,0.448376238,-0.015512853,-1.067026258,0.651292682,0.338458538,-0.966079473,0.604586124,0.144124851,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
7,2,3,1,3,5,31,17,41,9,19,5,0,3,6,1,2,2,16,39,5,0,16,53,11,9,96,1,15,92,7,28,-0.996637464,0.64058882,-0.170606524,-1.169305921,0.448356837,-0.015658442,-1.066858292,0.651408136,0.338312119,-0.9659127,0.604660213,0.14383544,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
5,0,3,2,6,4,33,16,42,6,16,5,2,2,12,0,2,1,15,36,5,0,19,52,11,7,94,1,19,88,0,28,-0.996578336,0.64044565,-0.170787543,-1.169257879,0.448365688,-0.015851477,-1.066478729,0.651561201,0.33803153,-0.965636492,0.604631841,0.143548653,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
8,1,3,0,2,5,33,17,40,9,15,3,0,2,5,1,2,1,18,36,0,0,17,52,11,7,96,2,17,95,3,26,-0.996586382,0.640271962,-0.171025902,-1.169262409,0.448421389,-0.015982034,-1.065939903,0.651733875,0.337661177,-0.965278924,0.604478657,0.143401936,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
9,1,3,0,3,7,32,14,43,8,17,8,2,2,2,16,3,0,16,39,1,1,17,52,12,4,93,1,17,92,3,26,-0.996502578,0.640180767,-0.17129609,-1.169172168,0.448401213,-0.016140314,-1.065541387,0.651690364,0.337502062,-0.964770198,0.604521453,0.143029913,02_Aug_2023_11_46,,,,,,,,,,,,,,,,,,,
