S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,,,,,
5,0,8,42,29,0,11,0,10,2,40,8,13,7,0,4,0,9,18,21,18,4,64,18,2,73,6,9,45,7,0,0,1.531623005867,0.654093027114868,0.704439282417297,1.62866544723511,0.409502059221268,0.50495046377182,1.16449594497681,0.49652373790741,0.363346576690674,1.2640974521637,0.457610785961151,0.548521101474762,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,9,9,37,31,0,10,2,10,4,39,5,0,1,0,4,1,12,18,21,17,5,65,12,2,78,6,12,46,8,0,1,1.53076648712158,0.653825163841248,0.70437079668045,1.62856578826904,0.409448802471161,0.505298018455505,1.17221903800964,0.496782183647156,0.354175180196762,1.26628005504608,0.457454711198807,0.542268514633179,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,7,38,30,0,16,1,11,0,41,12,0,3,0,2,1,13,19,12,16,3,64,13,1,77,5,14,51,11,0,0,1.52992033958435,0.653543412685394,0.704396665096283,1.62838780879974,0.409434348344803,0.505422234535217,1.17984867095947,0.497288703918457,0.345337897539139,1.26864469051361,0.457860440015793,0.535895109176636,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,6,51,30,1,13,2,9,3,41,11,5,0,1,5,1,12,20,23,19,2,62,13,2,79,6,14,50,12,0,0,1.5290983915329,0.653278887271881,0.704401254653931,1.62801325321198,0.409299075603485,0.505780339241028,1.18732798099518,0.49786788225174,0.336799412965775,1.27118408679962,0.458346039056778,0.52968567609787,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,1,7,37,30,1,9,0,11,2,44,11,2,10,1,7,0,11,18,14,17,3,65,19,0,80,12,13,46,11,0,1,1.52852249145508,0.653106570243835,0.704343795776367,1.62766706943512,0.409299612045288,0.506030738353729,1.19283998012543,0.498192667961121,0.330851197242737,1.27352547645569,0.458659559488297,0.525143563747406,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,9,40,33,0,14,0,8,12,40,15,0,3,0,6,3,11,18,21,11,5,64,21,3,81,6,11,46,8,0,0,1.52777457237244,0.652915894985199,0.704271495342255,1.627321600914,0.409266442060471,0.506248116493225,1.20136332511902,0.498374164104462,0.323317110538483,1.27661395072937,0.458880245685577,0.519447147846222,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,0,10,38,35,3,14,0,10,5,44,17,1,2,0,5,0,13,18,19,17,3,64,26,4,82,7,10,47,12,0,8,1.52695953845978,0.652775585651398,0.704323649406433,1.62697100639343,0.409331768751144,0.506269574165344,1.20922136306763,0.498616695404053,0.315954625606537,1.28009438514709,0.458898395299912,0.514003157615662,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,0,8,48,28,0,17,0,10,3,44,13,1,7,0,7,1,9,21,12,17,2,65,22,3,83,6,18,50,13,1,0,1.52622270584106,0.652603030204773,0.70430189371109,1.6265789270401,0.409409731626511,0.506350457668304,1.21753430366516,0.499244749546051,0.308740198612213,1.28327476978302,0.459427177906036,0.509392499923706,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,0,7,37,27,0,15,0,10,1,51,9,1,2,15,6,0,9,22,11,19,2,65,20,1,86,4,13,49,16,0,0,1.52552402019501,0.652475297451019,0.704205930233002,1.62616312503815,0.409410774707794,0.506342709064484,1.22599840164185,0.500238955020905,0.301427185535431,1.28645539283752,0.460198551416397,0.504523396492004,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,0,9,33,26,0,16,10,9,7,46,4,0,4,2,6,0,17,21,24,15,4,64,17,3,83,6,13,53,11,1,0,1.52481806278229,0.652377068996429,0.704004526138306,1.62582635879517,0.40949147939682,0.506341278553009,1.2356184720993,0.501259744167328,0.294398874044418,1.2905125617981,0.460321396589279,0.497958153486252,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,0,7,40,27,0,17,9,10,1,48,6,1,1,1,12,0,13,16,21,17,3,66,23,1,89,12,16,56,12,0,0,1.5240740776062,0.652271449565887,0.703647792339325,1.62559425830841,0.409463196992874,0.506447315216064,1.24572563171387,0.50263923406601,0.287669092416763,1.29399967193604,0.460706949234009,0.492796152830124,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,1,10,41,28,0,14,0,5,4,43,10,0,1,1,11,2,19,19,27,12,5,68,37,1,85,7,18,54,13,1,0,1.52352511882782,0.652220010757446,0.703361749649048,1.62545919418335,0.409438997507095,0.506451606750488,1.25322771072388,0.503518402576447,0.282792538404465,1.29637157917023,0.461037278175354,0.489445567131043,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,7,41,27,3,13,0,10,1,46,8,1,3,0,12,0,19,17,31,18,1,68,26,0,87,7,17,58,12,0,0,1.52281033992767,0.652133226394653,0.703021883964539,1.62530899047852,0.409396469593048,0.506388425827026,1.2631334066391,0.504688203334808,0.276899218559265,1.29989421367645,0.461516857147217,0.484954833984375,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
15,0,14,39,22,0,16,1,9,3,44,11,7,4,0,14,1,22,17,28,21,1,63,31,2,88,6,14,59,16,0,0,1.52216899394989,0.65206104516983,0.702612817287445,1.62517464160919,0.409312784671783,0.506347298622131,1.2730633020401,0.505620837211609,0.27141809463501,1.30337464809418,0.461934953927994,0.480667620897293,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,1,17,39,25,0,16,1,7,4,42,13,1,3,1,18,0,22,19,27,17,2,67,37,1,82,7,20,55,19,1,0,1.52150702476501,0.652026891708374,0.702179729938507,1.62502062320709,0.409134209156036,0.506529211997986,1.28307020664215,0.506694793701172,0.266379952430725,1.30689203739166,0.461830198764801,0.47666198015213,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
15,0,7,48,23,0,16,0,10,2,43,7,1,5,1,14,0,24,19,20,13,3,67,38,0,85,5,24,55,23,0,0,1.52081048488617,0.652025997638702,0.701636552810669,1.62507748603821,0.409238338470459,0.506049156188965,1.29325687885284,0.507463574409485,0.261883080005646,1.31023788452148,0.461398810148239,0.472850739955902,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,1,8,41,31,0,15,0,12,1,41,16,1,1,0,17,1,24,21,21,15,5,71,24,7,87,13,23,54,23,0,1,1.52021718025208,0.651976466178894,0.7011598944664,1.62513411045074,0.409214287996292,0.505942583084106,1.30377948284149,0.50832325220108,0.257369846105576,1.31369173526764,0.460927814245224,0.469104766845703,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,1,10,51,32,0,15,1,9,3,40,18,1,8,0,14,0,32,20,24,16,6,70,20,0,82,4,23,51,20,1,0,1.5197674036026,0.651921987533569,0.700680553913116,1.62526333332062,0.409284770488739,0.505790770053864,1.31463205814362,0.509101748466492,0.253564536571503,1.31714928150177,0.461074560880661,0.465574681758881,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,0,10,49,27,0,15,1,11,2,41,16,1,0,0,16,0,31,21,27,20,2,74,26,2,81,5,20,55,13,0,0,1.51922178268433,0.65190464258194,0.700128734111786,1.62534070014954,0.409198105335236,0.505990087985992,1.3254269361496,0.509394705295563,0.250456124544144,1.32019221782684,0.461197406053543,0.462392359972,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,1,9,41,26,0,14,0,5,2,37,16,13,3,0,9,0,29,20,19,21,2,74,39,0,83,6,19,53,12,0,0,1.51889288425446,0.651876866817474,0.699692666530609,1.62553155422211,0.409317225217819,0.505830049514771,1.33344125747681,0.509871602058411,0.248075932264328,1.32258057594299,0.461101084947586,0.460035532712936,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,0,9,43,24,0,17,0,12,3,41,20,2,1,0,11,2,40,17,28,26,3,72,39,0,80,4,20,55,11,0,0,1.51845598220825,0.651814758777618,0.699200749397278,1.62572026252747,0.409236133098602,0.505762696266174,1.34384739398956,0.509886503219605,0.245472490787506,1.3257269859314,0.460853219032288,0.456962078809738,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,0,11,46,20,0,22,0,9,5,42,27,1,5,0,18,1,25,23,24,29,4,75,38,5,81,6,20,62,8,0,1,1.51812839508057,0.651694774627685,0.698621034622192,1.62602305412292,0.409213572740555,0.505750000476837,1.35359156131744,0.510175049304962,0.243184596300125,1.32846701145172,0.460747271776199,0.454280287027359,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,0,13,46,13,0,20,0,10,3,41,24,0,2,0,19,1,35,22,30,24,3,72,37,2,86,3,23,60,5,0,7,1.51779067516327,0.65160608291626,0.698063373565674,1.62649929523468,0.409433543682098,0.505226969718933,1.36320960521698,0.510359823703766,0.241532117128372,1.33120334148407,0.46065154671669,0.451734304428101,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,12,41,14,1,19,0,9,10,39,30,0,4,0,13,0,28,19,19,22,4,74,29,4,81,6,24,62,11,0,1,1.51754152774811,0.651505708694458,0.697480797767639,1.62708127498627,0.409552484750748,0.504786789417267,1.37341070175171,0.510667681694031,0.240158557891846,1.33380377292633,0.460319846868515,0.449325859546661,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,0,11,42,14,0,22,0,9,13,35,30,0,4,1,14,0,28,18,22,25,3,72,18,3,80,3,20,61,17,1,8,1.51734209060669,0.651437819004059,0.696939527988434,1.62737894058228,0.409394294023514,0.505197107791901,1.38348925113678,0.510802209377289,0.239572331309319,1.33652210235596,0.459976106882095,0.447029441595078,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,10,39,15,0,20,4,5,11,39,27,2,2,0,12,1,43,18,23,20,4,74,17,0,88,4,25,69,12,1,0,1.51712894439697,0.651386678218842,0.696633398532867,1.62780296802521,0.409498602151871,0.505045831203461,1.39238667488098,0.511115252971649,0.238996610045433,1.33981716632843,0.459188759326935,0.445111274719238,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,0,7,42,15,0,18,0,5,9,41,29,1,2,1,14,0,34,19,25,22,4,78,16,5,84,6,22,66,14,0,6,1.51699197292328,0.651257753372192,0.696312725543976,1.62838470935822,0.409740000963211,0.504553735256195,1.40086114406586,0.510556399822235,0.23823307454586,1.34293901920319,0.458909004926681,0.443175822496414,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,0,7,49,18,0,19,0,9,3,45,34,1,0,0,17,0,29,18,29,20,5,81,21,5,84,7,21,66,16,1,0,1.51690995693207,0.651186466217041,0.696038901805878,1.62884187698364,0.409815341234207,0.504372358322144,1.40640640258789,0.510355889797211,0.237352550029755,1.34534931182861,0.458660632371902,0.44181689620018,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,9,50,17,3,18,0,16,5,39,34,0,3,0,14,0,26,20,32,19,5,86,19,4,92,11,24,63,11,1,0,1.51683497428894,0.651105463504791,0.695644021034241,1.62935423851013,0.409923791885376,0.504392206668854,1.41345524787903,0.509811341762543,0.236767128109932,1.3482118844986,0.458363354206085,0.439856767654419,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,0,7,45,17,0,20,0,11,4,40,35,0,5,0,19,0,42,19,30,21,3,80,23,5,88,9,20,64,9,0,1,1.5168182849884,0.651070535182953,0.695233821868897,1.63006055355072,0.410067588090897,0.504441857337952,1.42021501064301,0.509559452533722,0.236338123679161,1.35117256641388,0.457416504621506,0.438051581382751,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,0,9,42,16,9,18,1,12,2,38,31,1,6,1,19,0,40,15,33,25,3,86,22,3,94,12,22,63,11,1,1,1.51682329177856,0.651044487953186,0.694808661937714,1.63079786300659,0.410193204879761,0.504410982131958,1.42630171775818,0.509180963039398,0.23597839474678,1.35376560688019,0.456155925989151,0.436407387256622,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,2,13,52,14,0,25,0,11,6,40,24,0,2,0,21,0,45,15,23,21,3,83,19,5,96,7,25,69,8,0,1,1.5167750120163,0.650949895381928,0.694290518760681,1.63171780109406,0.410325855016708,0.504160761833191,1.43113541603088,0.508439719676971,0.235236167907715,1.35643172264099,0.454861909151077,0.43495512008667,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,1,10,51,13,0,25,0,12,5,39,32,1,7,1,21,1,46,14,31,24,2,85,23,3,94,7,16,70,10,0,0,1.51673924922943,0.650826930999756,0.693706154823303,1.63262665271759,0.410455971956253,0.504082679748535,1.43458294868469,0.50765460729599,0.234158754348755,1.35872101783752,0.45410019159317,0.433411717414856,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,7,58,16,0,23,0,11,5,41,32,0,5,0,16,1,46,18,29,24,0,84,23,6,95,7,17,75,12,0,0,1.51675963401794,0.650741338729858,0.693237483501434,1.63362109661102,0.410488098859787,0.504098117351532,1.43740010261536,0.507132709026337,0.232888653874397,1.36085724830627,0.453596442937851,0.431694239377975,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,0,9,46,15,0,25,0,12,4,39,33,0,3,0,23,1,46,17,31,26,3,84,21,6,94,7,18,70,16,0,0,1.51682102680206,0.650733947753906,0.692874550819397,1.63457465171814,0.410600394010544,0.504063010215759,1.44028675556183,0.506931841373444,0.231841042637825,1.36279726028442,0.453220307826996,0.430201023817062,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,1,9,46,18,0,26,0,11,3,38,35,0,3,0,19,1,44,18,32,24,2,80,21,0,98,11,19,66,20,2,1,1.51687979698181,0.650757670402527,0.692501425743103,1.63555192947388,0.41067898273468,0.503962397575378,1.4431174993515,0.506913781166077,0.231143355369568,1.36470854282379,0.452801913022995,0.429106950759888,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,1,7,46,19,0,27,0,8,8,39,34,1,3,0,18,1,43,15,27,26,3,84,21,7,93,10,21,67,17,2,9,1.51696527004242,0.650748431682587,0.692220807075501,1.63621473312378,0.410743743181229,0.503999471664429,1.44510102272034,0.506947338581085,0.230489984154701,1.36590325832367,0.452641904354095,0.42825585603714,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,2,9,47,18,1,29,0,10,2,43,33,0,6,0,23,13,42,15,33,28,4,85,24,6,92,8,22,67,16,0,0,1.51712667942047,0.650751948356628,0.691867172718048,1.63722062110901,0.411012679338455,0.503827214241028,1.44712316989899,0.506888270378113,0.229643687605858,1.36686944961548,0.452956914901733,0.427082777023315,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,1,9,49,15,0,27,0,14,7,40,29,1,12,0,21,1,43,15,31,22,4,86,21,7,94,11,21,62,16,0,0,1.51737773418427,0.650727927684784,0.691496074199677,1.63810205459595,0.411095172166824,0.503767967224121,1.44835495948792,0.506968796253204,0.228742182254791,1.3675217628479,0.453659057617188,0.425954759120941,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
1,1,14,48,14,3,27,8,17,8,38,31,0,7,0,22,0,43,15,31,20,3,86,25,7,87,6,17,59,13,0,9,1.51756966114044,0.650728285312653,0.691205024719238,1.63896346092224,0.41124838590622,0.503643333911896,1.44982051849365,0.507185876369476,0.228134408593178,1.36791586875916,0.454291015863419,0.424789756536484,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,8,6,43,18,0,31,0,12,3,40,30,1,2,0,23,0,37,15,31,24,2,91,24,7,86,7,20,60,15,1,0,1.51777386665344,0.650776326656342,0.690911710262299,1.63981854915619,0.411408096551895,0.503563940525055,1.45148062705994,0.507618129253387,0.227879196405411,1.36859428882599,0.454343378543854,0.424145311117172,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
0,2,6,48,17,0,26,0,13,3,40,30,0,0,0,20,13,40,16,32,23,0,92,23,7,87,8,20,62,19,0,2,1.5179545879364,0.650786221027374,0.690629720687866,1.64057731628418,0.411453902721405,0.503438830375671,1.45274329185486,0.508187294006348,0.227834224700928,1.36894822120667,0.454476684331894,0.423535466194153,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,0,7,51,17,0,23,0,13,3,40,30,1,9,0,22,1,40,14,26,24,4,91,23,6,88,8,22,58,16,0,0,1.5181782245636,0.650730431079865,0.690372109413147,1.64122068881989,0.411566644906998,0.50361567735672,1.45356273651123,0.508473038673401,0.227627694606781,1.36926710605621,0.454710602760315,0.423109382390976,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,7,48,14,0,20,0,10,9,40,35,0,2,0,22,0,37,15,27,25,7,92,27,7,84,9,19,59,16,4,0,1.51837420463562,0.650665462017059,0.690156400203705,1.64201438426971,0.411730825901032,0.503298342227936,1.453697681427,0.508593678474426,0.22736594080925,1.36936986446381,0.454872578382492,0.422716856002808,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,0,6,45,16,0,26,0,10,5,39,30,1,11,2,19,0,39,14,30,25,2,91,23,7,86,7,20,53,16,2,5,1.51850402355194,0.650623142719269,0.69008857011795,1.64240515232086,0.411654651165008,0.503429174423218,1.45368194580078,0.508633434772491,0.227159917354584,1.36943161487579,0.454932749271393,0.422456353902817,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,6,43,18,0,27,0,9,7,36,33,1,4,0,24,0,37,16,29,24,6,89,27,6,86,7,22,55,14,0,0,1.51862490177155,0.650595188140869,0.690123677253723,1.64295160770416,0.411830574274063,0.503159284591675,1.45391464233398,0.50880491733551,0.227093875408173,1.36954629421234,0.454973846673966,0.4222412109375,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,1,6,45,17,0,27,0,8,4,38,28,0,8,1,22,0,37,16,29,27,5,91,26,6,84,7,22,50,17,0,0,1.51874423027039,0.650523245334625,0.690139651298523,1.64340507984161,0.411937117576599,0.503153026103973,1.45463025569916,0.508998513221741,0.227241516113281,1.36971604824066,0.454797387123108,0.422117412090302,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,0,7,45,15,0,28,0,11,4,40,35,1,7,1,22,1,43,18,28,26,6,94,24,8,83,6,21,51,16,0,0,1.51885211467743,0.650483071804047,0.690152525901794,1.64379274845123,0.412024646997452,0.503243267536163,1.45495367050171,0.509166955947876,0.227409899234772,1.36980736255646,0.454553365707398,0.422092497348785,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,9,43,15,0,27,0,11,4,37,35,0,4,0,22,0,46,17,27,23,4,98,22,6,86,6,22,55,15,0,0,1.51893627643585,0.650417923927307,0.690128862857819,1.64430296421051,0.412117868661881,0.503261804580689,1.45473456382751,0.509027481079102,0.227452799677849,1.36975514888763,0.454297542572022,0.422109454870224,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,2,5,47,19,0,32,0,14,3,39,32,0,7,0,27,4,48,14,29,21,5,94,24,6,84,7,20,51,12,0,2,1.51904380321503,0.650350034236908,0.690146148204803,1.64478313922882,0.412287890911102,0.503146648406982,1.45383083820343,0.508777260780335,0.227393254637718,1.36954236030579,0.454009592533112,0.422187328338623,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,1,9,43,19,8,27,0,10,2,40,31,0,3,2,25,4,40,18,28,23,10,90,24,7,85,7,19,53,13,3,1,1.51918208599091,0.650270402431488,0.690205037593842,1.6451427936554,0.412401467561722,0.503108978271484,1.45300614833832,0.508603870868683,0.227483704686165,1.3692741394043,0.453686147928238,0.422397047281265,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,2,8,46,20,3,27,0,10,3,41,30,0,9,1,22,0,43,14,27,22,4,89,21,3,88,7,18,53,14,0,0,1.51930665969849,0.650165975093842,0.690340161323547,1.64549207687378,0.412455379962921,0.503131449222565,1.45262622833252,0.508517146110535,0.227704614400864,1.36898899078369,0.453435570001602,0.422646939754486,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,1,7,45,18,0,30,0,11,5,40,32,1,3,1,23,0,43,19,31,21,5,90,23,6,80,3,21,55,16,0,0,1.51938879489899,0.650086402893066,0.690412580966949,1.64571857452393,0.41253262758255,0.503195583820343,1.45232725143433,0.508495688438416,0.22793784737587,1.3687698841095,0.453214406967163,0.422886431217194,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,4,6,47,18,0,30,0,18,5,39,34,1,3,0,21,1,41,17,29,22,2,89,21,6,86,5,17,58,14,0,0,1.51949894428253,0.650029540061951,0.690547823905945,1.64604866504669,0.41263210773468,0.503203213214874,1.45154464244843,0.508306503295898,0.228180944919586,1.36841249465942,0.452938377857208,0.423247188329697,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,4,6,45,20,0,31,0,13,3,38,30,1,6,0,24,1,46,21,26,20,3,86,23,10,81,7,20,65,13,0,0,1.51967096328735,0.649957060813904,0.690616011619568,1.64647948741913,0.412710219621658,0.503096401691437,1.45001947879791,0.50799173116684,0.228231608867645,1.36776793003082,0.452655702829361,0.423679798841476,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,1,6,49,17,0,31,2,8,2,41,28,1,3,0,24,5,49,22,29,21,2,83,23,4,88,13,20,67,13,1,3,1.51984035968781,0.649923145771027,0.690750539302826,1.64681816101074,0.412811130285263,0.503123879432678,1.44770550727844,0.507464647293091,0.228155463933945,1.36722373962402,0.452386558055878,0.424289762973785,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,5,7,44,15,0,30,1,17,3,41,31,1,5,5,21,0,44,17,33,20,6,80,21,3,88,3,21,62,16,0,0,1.5200012922287,0.649902582168579,0.690850675106049,1.64710760116577,0.412813425064087,0.503166794776917,1.44495069980621,0.507053136825562,0.22799114882946,1.36637163162231,0.451824516057968,0.42477884888649,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,1,6,48,17,0,27,0,14,7,40,27,7,2,0,22,1,43,21,31,22,2,81,20,2,80,7,21,66,12,1,0,1.52019917964935,0.649889707565308,0.690921247005463,1.64741230010986,0.412819385528564,0.503212213516235,1.44195365905762,0.506811201572418,0.227904975414276,1.36525321006775,0.451331943273544,0.425282299518585,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,0,6,49,15,0,37,0,14,2,46,24,4,1,0,24,1,46,22,23,21,3,78,23,11,84,9,16,67,16,5,0,1.52038836479187,0.649895250797272,0.690933465957642,1.64772188663483,0.412825763225555,0.503262579441071,1.4389636516571,0.506699860095978,0.227687492966652,1.36398184299469,0.450928658246994,0.425690621137619,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,3,6,50,17,1,29,0,15,4,44,24,0,3,1,24,1,42,21,28,22,3,79,23,13,85,4,20,67,16,4,1,1.52052927017212,0.649910092353821,0.691006362438202,1.64804136753082,0.412813484668732,0.50327342748642,1.43538784980774,0.506671071052551,0.227711334824562,1.36289405822754,0.450818181037903,0.426392018795013,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,4,7,42,17,2,31,3,15,5,41,28,0,3,0,23,1,44,17,27,21,2,76,25,8,83,6,18,66,16,3,0,1.52066910266876,0.649901449680328,0.691106915473938,1.64825201034546,0.412752836942673,0.503439545631409,1.43134987354279,0.506686925888062,0.227760225534439,1.36183702945709,0.45047515630722,0.427197307348251,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,2,7,47,19,0,28,0,16,7,46,26,1,3,0,20,0,39,19,30,19,4,76,25,5,86,2,19,67,14,0,0,1.52081394195557,0.649919986724854,0.691214025020599,1.64837992191315,0.412807494401932,0.503368675708771,1.42788243293762,0.506746351718903,0.227722644805908,1.36086344718933,0.450430274009705,0.428052932024002,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,2,6,46,19,0,31,0,14,1,44,21,1,2,0,18,9,43,14,30,21,9,74,25,5,84,7,20,64,13,1,0,1.52097582817078,0.649899959564209,0.691376209259033,1.64853167533875,0.412857562303543,0.503323018550873,1.4229074716568,0.506782293319702,0.227775737643242,1.35921847820282,0.450279623270035,0.429092913866043,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,0,5,45,19,0,29,0,11,2,45,22,0,6,1,14,0,43,18,28,21,4,73,21,7,81,7,21,62,16,0,0,1.52119970321655,0.649905502796173,0.691493213176727,1.64874768257141,0.412940412759781,0.503050744533539,1.41807329654694,0.506909966468811,0.227939322590828,1.35744404792786,0.450108349323273,0.430221974849701,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,4,7,46,21,0,29,0,14,2,41,22,0,5,0,15,0,41,19,29,20,5,75,25,5,80,6,19,60,13,0,0,1.52147150039673,0.649975836277008,0.691629409790039,1.64882278442383,0.413002461194992,0.503031671047211,1.41339409351349,0.507335007190704,0.228568226099014,1.35516047477722,0.450522631406784,0.431097835302353,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,10,10,43,21,0,31,0,15,0,44,17,0,1,0,18,0,46,19,25,18,4,69,23,6,83,6,18,59,15,0,0,1.52171885967255,0.650030732154846,0.69178980588913,1.64888203144074,0.413019329309464,0.502877593040466,1.40838730335236,0.507857084274292,0.229545757174492,1.35298216342926,0.45047327876091,0.432433694601059,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,0,5,41,21,2,29,0,13,0,44,13,8,5,1,20,0,35,22,29,17,1,68,22,8,76,6,20,57,16,2,0,1.52202200889587,0.650022923946381,0.691930651664734,1.64895534515381,0.41301953792572,0.502735614776611,1.4028959274292,0.508135855197907,0.230646550655365,1.3505973815918,0.450452297925949,0.434226095676422,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,4,7,39,20,0,30,0,12,3,42,19,5,3,0,13,4,41,23,26,15,4,66,16,5,79,6,21,57,13,0,0,1.52232956886292,0.65001368522644,0.692127346992493,1.64904379844666,0.413089513778686,0.502500295639038,1.39678299427032,0.508656322956085,0.232043534517288,1.3480578660965,0.450351506471634,0.43628740310669,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,8,5,45,22,0,27,0,8,0,43,12,1,5,0,11,0,32,24,28,18,1,64,11,7,78,9,14,59,14,0,0,1.52265965938568,0.649984478950501,0.692301988601685,1.64915633201599,0.413065969944,0.502330601215362,1.39087641239166,0.509177207946777,0.233461573719978,1.34520530700684,0.450633198022842,0.438429176807404,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,4,9,45,21,0,25,5,10,2,44,12,0,3,0,8,0,30,23,29,23,4,62,12,5,78,5,14,55,14,0,0,1.52292954921722,0.649958252906799,0.692550897598267,1.6492213010788,0.4130519926548,0.502156972885132,1.38650977611542,0.509716808795929,0.23476967215538,1.34299635887146,0.450790643692017,0.440085113048554,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
