S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z,sesion_time_stamp,,,,,,,,,,,,,,,,,,,,,,,,
4,6,7,39,17,4,26,0,9,2,45,19,1,0,0,9,1,30,21,31,20,3,55,10,2,75,5,16,55,13,0,0,1.5232789516449,0.649980664253235,0.692753791809082,1.64925122261047,0.41310128569603,0.502039790153503,1.38106501102448,0.510579884052277,0.236877366900444,1.33969402313232,0.45114603638649,0.442390024662018,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,4,7,37,17,0,25,0,9,2,45,17,1,7,13,7,1,29,18,22,16,5,53,16,5,72,7,21,56,16,2,0,1.52360284328461,0.649970233440399,0.693090617656708,1.64931321144104,0.413091242313385,0.501796424388886,1.37530374526978,0.511279702186585,0.238798320293426,1.33623349666595,0.45176351070404,0.444848358631134,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,4,7,37,17,0,23,0,9,2,42,13,4,1,1,9,0,24,18,24,20,5,51,11,6,76,7,16,57,14,5,0,1.5239030122757,0.649905383586883,0.693391680717468,1.64924383163452,0.413101375102997,0.501656293869019,1.36907958984375,0.511899411678314,0.24088416993618,1.33250606060028,0.452597290277481,0.447348237037659,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,6,33,18,10,23,0,7,4,43,8,9,7,0,5,1,23,22,22,17,5,47,12,4,71,1,10,57,13,0,0,1.52410447597504,0.649778127670288,0.693819940090179,1.6491733789444,0.413117051124573,0.501370012760162,1.3628523349762,0.51227080821991,0.243170127272606,1.32841813564301,0.453668057918549,0.449915170669556,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
14,2,7,32,26,1,21,0,9,7,44,10,1,5,1,6,1,23,19,22,19,5,47,12,8,67,1,14,60,13,0,0,1.5244357585907,0.649684309959412,0.694179654121399,1.64902663230896,0.413028031587601,0.501151919364929,1.35679721832275,0.512707531452179,0.245546445250511,1.32375395298004,0.454845160245895,0.452771186828613,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,5,9,33,18,0,20,2,7,6,41,8,0,4,2,4,1,26,21,19,19,3,51,10,7,73,6,17,61,14,0,0,1.52466034889221,0.649578809738159,0.69439023733139,1.64890873432159,0.413131564855576,0.501009047031403,1.35287845134735,0.512965559959412,0.247490987181663,1.32037544250488,0.456144660711288,0.455042630434036,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,2,9,32,18,0,20,0,8,1,42,10,1,9,0,4,0,26,14,25,20,3,54,8,6,72,4,20,68,13,1,3,1.52511084079742,0.649479150772095,0.694563925266266,1.64899504184723,0.413190752267837,0.500672459602356,1.34828913211823,0.513111174106598,0.250039100646973,1.31573939323425,0.457905381917954,0.458128452301025,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,4,8,35,23,3,19,0,8,13,41,9,0,7,1,1,0,21,17,22,21,2,51,14,5,67,3,17,67,13,5,0,1.5255571603775,0.649424612522125,0.694864273071289,1.6489394903183,0.413096249103546,0.500554442405701,1.34388899803162,0.513276696205139,0.252460926771164,1.31118130683899,0.459966510534287,0.461119681596756,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
8,7,4,31,25,1,15,11,7,3,41,5,0,4,4,1,2,17,17,21,17,1,53,13,4,75,7,20,63,11,13,0,1.52610814571381,0.649376630783081,0.695119142532349,1.64883327484131,0.413041353225708,0.500371158123016,1.33942317962646,0.513249814510345,0.255140453577042,1.30703818798065,0.462114214897156,0.464219778776169,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,1,8,32,25,0,19,0,11,0,41,3,0,4,1,0,2,22,16,19,16,0,53,14,5,82,5,18,59,16,6,0,1.5265234708786,0.649383246898651,0.695405542850494,1.64872634410858,0.413119822740555,0.500092327594757,1.33506309986115,0.512894928455353,0.258072048425674,1.30310535430908,0.463983863592148,0.467506170272827,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,6,5,33,25,0,22,5,7,5,45,5,0,1,4,3,1,20,15,16,18,0,53,14,6,77,9,17,60,13,1,0,1.52706456184387,0.649386405944824,0.695569336414337,1.6484466791153,0.41302764415741,0.500081956386566,1.33008813858032,0.512091338634491,0.261121064424515,1.2997328042984,0.465294420719147,0.470954358577728,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
13,4,10,29,26,0,13,1,9,0,46,5,0,8,1,4,1,13,17,14,16,0,46,14,5,77,9,17,59,9,0,0,1.52738904953003,0.649386823177338,0.69575572013855,1.64824151992798,0.412965804338455,0.499996393918991,1.32566046714783,0.511721253395081,0.263317078351974,1.29719996452332,0.465893387794495,0.473775207996368,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,5,6,32,26,0,18,0,7,0,44,8,1,5,1,3,2,17,15,17,17,0,47,18,7,75,4,20,55,14,0,0,1.52781009674072,0.649332821369171,0.695980668067932,1.64793014526367,0.41294515132904,0.499832957983017,1.31895065307617,0.510970652103424,0.26635867357254,1.29398930072784,0.465943664312363,0.477697461843491,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
12,4,8,30,30,2,18,1,2,2,39,10,1,7,0,0,0,14,15,17,14,6,46,17,7,72,4,17,54,12,0,0,1.52820813655853,0.649259746074677,0.69620019197464,1.64766383171082,0.41290009021759,0.499596059322357,1.3123220205307,0.509930491447449,0.269925564527512,1.29088985919952,0.465622216463089,0.481700360774994,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,3,8,31,28,0,23,0,7,0,42,12,7,6,3,0,1,11,16,10,16,1,45,20,2,74,5,13,47,13,0,0,1.52862238883972,0.6491459608078,0.696443736553192,1.64734625816345,0.412825614213944,0.49942222237587,1.30633664131165,0.50911420583725,0.273594409227371,1.28804099559784,0.464959532022476,0.485683262348175,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,9,26,23,0,15,0,5,0,43,5,0,5,0,3,1,9,13,14,19,1,36,19,7,71,2,17,53,15,1,0,1.52898156642914,0.649016976356506,0.696643233299255,1.64711105823517,0.412788867950439,0.499185711145401,1.30108368396759,0.50844419002533,0.277193576097488,1.28520941734314,0.464521050453186,0.489618748426437,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,1,8,29,26,0,17,0,9,2,43,3,0,4,0,0,1,11,12,15,19,0,37,9,6,68,6,16,50,13,0,1,1.52936589717865,0.64886862039566,0.696822226047516,1.64686191082001,0.412738591432571,0.498918801546097,1.29567968845367,0.507923305034637,0.280759394168854,1.28258526325226,0.464321613311768,0.493544429540634,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,5,9,28,27,0,15,0,5,2,40,6,0,5,1,4,1,9,10,11,16,0,31,14,6,69,5,17,42,10,0,0,1.52964282035828,0.648755431175232,0.697014391422272,1.64667153358459,0.412727534770966,0.498669922351837,1.29137313365936,0.50755763053894,0.28349632024765,1.28062105178833,0.464323669672012,0.496441543102264,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,2,7,31,27,1,13,2,5,1,40,6,1,7,0,3,2,8,12,15,16,7,32,7,6,71,12,18,51,14,2,0,1.53003740310669,0.648633599281311,0.69722580909729,1.64633870124817,0.412700474262238,0.498402386903763,1.28522562980652,0.507065892219543,0.287332117557526,1.27817225456238,0.464251697063446,0.500385224819183,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,0,5,26,30,0,9,0,7,0,39,7,2,4,0,2,0,12,11,12,15,0,32,11,12,71,0,18,47,13,4,1,1.53043568134308,0.648565351963043,0.697401404380798,1.64603579044342,0.412746101617813,0.498042553663254,1.27879965305328,0.506595075130463,0.29134476184845,1.27578723430634,0.464092522859573,0.504448354244232,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
2,8,7,26,21,0,17,0,8,1,38,9,0,7,0,1,0,11,13,14,14,1,25,9,2,71,3,13,42,11,0,0,1.53087627887726,0.648553609848022,0.697452425956726,1.64560425281525,0.412601083517075,0.497936457395554,1.27263677120209,0.506345450878143,0.295182526111603,1.27352976799011,0.463843792676926,0.508368194103241,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,6,6,28,30,0,10,0,6,5,37,9,1,11,2,3,1,4,13,14,15,5,34,12,5,69,4,16,42,11,0,0,1.53120183944702,0.648585915565491,0.697497487068176,1.64542472362518,0.412607699632645,0.497614413499832,1.2682192325592,0.506082117557526,0.29825222492218,1.27202248573303,0.463611602783203,0.511325418949127,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,6,6,30,27,7,11,0,8,3,40,8,0,10,1,3,0,11,12,13,18,2,33,10,7,67,5,19,39,12,0,0,1.53165411949158,0.648685574531555,0.697540521621704,1.64514029026032,0.412482619285584,0.497409343719482,1.26269161701202,0.505794048309326,0.302232056856155,1.27012085914612,0.46350908279419,0.515193045139313,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,12,7,28,29,0,11,1,13,1,41,6,1,7,0,3,0,11,16,12,16,0,32,10,2,66,8,16,32,10,10,9,1.5321751832962,0.648808121681213,0.6974778175354,1.64487087726593,0.412382513284683,0.497139096260071,1.25690531730652,0.505682051181793,0.306250274181366,1.26838397979736,0.463335752487183,0.51909613609314,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
1,1,7,22,26,4,11,0,6,1,42,7,1,6,13,6,0,10,13,13,18,2,30,9,6,63,5,17,39,9,0,0,1.53272986412048,0.648923635482788,0.697392463684082,1.64468610286713,0.41236338019371,0.496680021286011,1.25094211101532,0.505392789840698,0.310078948736191,1.26676547527313,0.463434487581253,0.522843539714813,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,2,6,26,25,0,11,0,7,2,40,8,7,1,0,8,0,13,11,11,18,1,32,11,9,57,11,16,40,11,0,1,1.53320932388306,0.649119198322296,0.697207927703857,1.6444718837738,0.412352472543716,0.496315121650696,1.24507343769073,0.505074143409729,0.314292132854462,1.26513242721558,0.463457107543945,0.52652895450592,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
0,4,11,26,23,1,11,0,9,1,40,5,7,4,2,1,1,13,11,14,24,0,30,12,5,58,1,14,39,14,0,7,1.53368902206421,0.649290919303894,0.696958184242249,1.64418137073517,0.412189722061157,0.496214359998703,1.23948240280151,0.504562139511108,0.318646430969238,1.2635338306427,0.463353365659714,0.530308067798615,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,1,6,26,22,0,7,0,9,1,40,5,1,10,1,2,1,13,13,10,19,1,27,13,6,59,6,19,37,13,0,0,1.53402435779572,0.649425983428955,0.696765005588532,1.64410996437073,0.412142336368561,0.495852708816528,1.23528325557709,0.504329204559326,0.321821928024292,1.26259303092957,0.463035404682159,0.533054351806641,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,3,6,22,22,0,6,0,11,2,39,7,0,4,0,3,0,12,14,12,17,1,29,13,8,58,6,17,42,14,3,0,1.53448927402496,0.649650752544403,0.696460366249085,1.64402139186859,0.412122130393982,0.495468854904175,1.22975540161133,0.503781795501709,0.326492935419083,1.26144862174988,0.462413161993027,0.536807894706726,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,2,7,28,21,0,5,0,6,11,40,6,0,8,0,1,0,12,14,16,19,2,29,14,6,55,1,12,44,10,0,3,1.53495633602142,0.64981734752655,0.696126103401184,1.64392399787903,0.411934971809387,0.495268702507019,1.22373843193054,0.503163814544678,0.331333607435226,1.26049780845642,0.461371511220932,0.540847480297089,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,6,4,30,22,0,8,0,8,0,42,1,7,4,0,1,1,11,15,16,19,0,33,12,2,60,6,19,43,16,0,0,1.53538203239441,0.649995982646942,0.69573301076889,1.643958568573,0.411941766738892,0.494838833808899,1.2174985408783,0.502315521240234,0.336528122425079,1.25943315029144,0.460513830184936,0.544986248016357,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,1,7,28,23,0,9,9,9,0,40,2,0,3,5,0,0,10,12,16,19,2,33,14,7,59,5,19,39,12,0,0,1.53582072257996,0.650150179862976,0.695234596729279,1.64399969577789,0.411791384220123,0.494682937860489,1.21146655082703,0.501607477664948,0.341847270727158,1.25865602493286,0.459358394145966,0.548969984054565,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,0,8,30,20,0,7,0,15,4,41,1,0,5,0,0,0,14,11,17,21,0,34,16,6,58,5,14,39,9,0,0,1.53620958328247,0.650294244289398,0.694747507572174,1.6441011428833,0.411732703447342,0.494356423616409,1.20592439174652,0.500919163227081,0.347282737493515,1.25794041156769,0.457860499620438,0.552912473678589,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,0,8,32,21,0,7,1,7,0,43,4,8,6,0,14,1,12,13,13,19,1,33,19,6,59,5,19,39,13,0,0,1.53646945953369,0.650396764278412,0.694444835186005,1.64427733421326,0.41173705458641,0.493955612182617,1.20206069946289,0.500496089458466,0.351422727108002,1.25745153427124,0.456549853086472,0.556141436100006,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,2,10,36,23,0,8,0,7,4,40,7,1,5,1,1,5,18,12,16,16,0,34,17,7,60,5,18,35,14,0,0,1.53683948516846,0.65048360824585,0.694029092788696,1.64445555210114,0.411832123994827,0.493376135826111,1.19676268100739,0.499844938516617,0.357014775276184,1.25699985027313,0.455267816781998,0.560044407844543,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,2,7,31,22,0,6,0,7,3,39,9,0,4,4,0,1,15,14,16,16,3,38,14,6,59,4,18,43,13,1,0,1.53713810443878,0.650531351566315,0.69355696439743,1.64459276199341,0.411813825368881,0.492999970912933,1.19124042987823,0.499212056398392,0.362604737281799,1.25640821456909,0.454437136650086,0.56425929069519,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,6,35,18,0,5,1,2,2,39,8,0,4,0,1,0,11,11,16,20,0,37,17,2,59,13,22,41,13,0,1,1.53741049766541,0.650554120540619,0.693028926849365,1.64480912685394,0.411758601665497,0.492657899856567,1.18588542938232,0.498635947704315,0.36823695898056,1.25560832023621,0.454000443220139,0.568472743034363,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,1,7,28,20,0,9,8,6,1,37,4,1,4,1,7,0,15,13,14,19,0,37,8,6,59,6,18,37,9,0,0,1.53762483596802,0.650614857673645,0.69255143404007,1.64492642879486,0.41170197725296,0.492434352636337,1.18205654621124,0.498459935188294,0.372492492198944,1.25477743148804,0.454005300998688,0.571627855300903,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,1,7,27,17,0,6,0,5,3,40,2,0,4,0,1,0,14,11,14,21,0,35,18,8,57,7,19,42,14,0,0,1.53789889812469,0.650711894035339,0.691973924636841,1.64522898197174,0.411724805831909,0.491895735263824,1.17752051353455,0.498396456241608,0.377829611301422,1.25368666648865,0.45393043756485,0.575575530529022,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,1,9,23,14,1,7,0,6,2,36,6,0,10,0,0,0,15,11,7,22,0,38,14,6,58,8,20,42,12,13,0,1.53817343711853,0.650793075561523,0.691340863704681,1.64554989337921,0.411657273769379,0.491366177797318,1.17341554164886,0.498566150665283,0.383042186498642,1.25265324115753,0.454103201627731,0.579383194446564,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,1,10,30,19,0,7,0,7,1,39,1,0,2,0,1,1,13,10,11,20,0,37,16,7,56,5,13,43,10,2,0,1.5384783744812,0.650914907455444,0.690749287605285,1.64582192897797,0.411558598279953,0.490946769714356,1.16923201084137,0.498588174581528,0.388303726911545,1.25176298618317,0.454484581947327,0.583237767219543,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,0,9,31,19,0,15,0,3,1,38,2,0,5,0,1,13,13,11,9,26,0,35,14,6,59,9,22,41,12,0,0,1.53879690170288,0.651054978370667,0.690249383449554,1.6459949016571,0.411464780569076,0.490548074245453,1.16460025310516,0.498632103204727,0.393935918807983,1.25093126296997,0.455155581235886,0.587141811847687,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,0,10,28,14,1,9,14,5,3,37,7,1,0,0,6,0,13,11,8,21,1,37,17,4,60,11,20,45,15,1,1,1.53902804851532,0.651131927967072,0.689938902854919,1.64614033699036,0.411449193954468,0.490226984024048,1.16054344177246,0.498755216598511,0.398425340652466,1.25037348270416,0.455475300550461,0.590059638023376,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,2,11,30,14,15,9,0,6,3,38,5,0,0,1,1,1,9,9,13,19,12,37,15,6,61,6,18,43,14,14,4,1.53931033611298,0.651280224323273,0.689502418041229,1.64621365070343,0.411457359790802,0.489881992340088,1.15582227706909,0.498754054307938,0.404660642147064,1.24971902370453,0.455672144889832,0.594024240970612,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,0,7,35,15,1,11,0,7,5,38,2,6,0,4,4,0,11,13,14,18,1,39,16,2,59,7,21,41,13,1,0,1.53960394859314,0.651369869709015,0.689083755016327,1.64630699157715,0.411510616540909,0.489433735609055,1.15109765529633,0.498949736356735,0.410970717668533,1.24920332431793,0.45562818646431,0.598039746284485,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,1,8,23,14,0,8,1,5,5,41,7,0,2,0,4,1,10,7,16,20,0,33,16,6,56,8,19,41,16,7,0,1.53978705406189,0.65143758058548,0.688635647296906,1.64654004573822,0.411684840917587,0.488771826028824,1.14705955982208,0.499322712421417,0.417137414216995,1.2488888502121,0.455370724201202,0.602128565311432,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,1,8,30,14,1,9,3,4,10,33,4,0,2,0,5,0,10,10,10,19,3,37,13,7,60,5,19,38,14,0,0,1.53992545604706,0.651476740837097,0.688174545764923,1.64672911167145,0.411715120077133,0.488441824913025,1.14327824115753,0.499954640865326,0.423185676336288,1.24870419502258,0.455259174108505,0.606172323226929,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,3,8,33,11,0,7,4,3,13,33,5,0,3,0,8,0,5,10,9,20,1,35,16,4,59,5,22,36,14,0,3,1.54003083705902,0.651509702205658,0.687674403190613,1.6468917131424,0.411624908447266,0.48819974064827,1.13968908786774,0.500219523906708,0.429754763841629,1.24841964244843,0.455414056777954,0.610288023948669,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
4,1,11,29,10,1,10,1,9,5,33,6,1,3,0,5,1,14,13,8,19,0,37,15,5,60,4,19,35,15,9,0,1.5400812625885,0.651544809341431,0.687332510948181,1.64704167842865,0.411671727895737,0.487833023071289,1.13689982891083,0.500552833080292,0.434620261192322,1.24828219413757,0.455496907234192,0.613434553146362,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,1,7,26,11,3,7,7,5,8,32,0,0,4,0,6,2,16,11,8,18,1,37,14,6,61,5,21,36,14,0,0,1.54015731811523,0.651569247245789,0.686853170394897,1.64730608463287,0.411812394857407,0.487140029668808,1.1330806016922,0.500704348087311,0.441425532102585,1.2481917142868,0.455351382493973,0.617578744888306,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
2,1,10,31,13,0,8,14,6,7,39,2,0,7,1,7,1,10,10,10,20,3,37,15,6,57,7,17,37,13,0,0,1.54032576084137,0.651514232158661,0.686199188232422,1.64738047122955,0.411811053752899,0.486681908369064,1.12948429584503,0.500786006450653,0.448556303977966,1.24838638305664,0.455023437738419,0.621780693531036,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
6,0,9,21,10,0,5,1,5,4,31,2,12,3,0,5,9,16,12,5,19,0,37,15,6,63,7,17,36,13,0,0,1.54038190841675,0.651621699333191,0.685846209526062,1.64747250080109,0.411718457937241,0.486414611339569,1.12594306468964,0.500682830810547,0.455874502658844,1.24878096580505,0.454646617174149,0.626077175140381,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,1,12,27,7,0,9,0,3,4,37,1,0,3,0,8,1,12,11,9,18,0,40,14,12,57,7,18,39,13,1,1,1.54056739807129,0.651684880256653,0.685328483581543,1.64772665500641,0.411803990602493,0.485852271318436,1.12241959571838,0.500499308109283,0.463373184204102,1.24936592578888,0.45426332950592,0.630460321903229,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
5,11,12,29,12,0,4,0,5,3,36,4,1,1,0,9,1,9,11,5,20,0,39,16,8,60,5,18,33,12,0,0,1.54067182540894,0.651784718036652,0.684945821762085,1.64789235591888,0.41182416677475,0.485467433929443,1.12016844749451,0.499992668628693,0.468971014022827,1.24983739852905,0.453915446996689,0.633821785449982,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
3,1,12,23,7,0,11,0,4,3,35,1,2,1,0,0,1,12,12,7,21,1,39,14,5,63,6,19,34,12,0,0,1.54091000556946,0.651780068874359,0.684338212013245,1.64816582202911,0.411799728870392,0.48501580953598,1.1167151927948,0.499395310878754,0.477062284946442,1.25043272972107,0.453317910432816,0.638407409191132,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,1,11,16,10,0,10,0,3,3,34,3,4,2,1,7,3,11,8,4,19,0,39,14,4,63,4,20,34,13,3,0,1.54102039337158,0.651897728443146,0.684033155441284,1.64832878112793,0.411893248558044,0.484453231096268,1.11339294910431,0.498694956302643,0.485222101211548,1.25136256217957,0.452158987522125,0.642733633518219,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,1,10,28,9,0,10,0,4,3,35,1,1,3,1,5,1,16,11,4,19,0,39,13,4,66,7,17,34,12,1,0,1.5411788225174,0.651990473270416,0.68362033367157,1.64850497245789,0.41197344660759,0.483773738145828,1.1104394197464,0.497659206390381,0.493531316518784,1.25229465961456,0.451267659664154,0.647363364696503,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
7,1,12,22,9,0,7,0,5,2,35,5,0,4,0,6,1,12,11,4,18,3,41,17,7,69,4,22,31,14,1,0,1.5412849187851,0.652048766613007,0.683346331119537,1.6485356092453,0.411869466304779,0.483505517244339,1.1080527305603,0.496803343296051,0.49983823299408,1.25303471088409,0.450614780187607,0.650788247585297,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
9,1,13,24,8,10,10,0,5,3,33,0,1,0,0,5,0,9,11,6,18,1,42,16,5,69,7,18,32,14,0,0,1.54142606258392,0.652100801467896,0.68298876285553,1.64863181114197,0.411867618560791,0.48287570476532,1.1051139831543,0.495686918497086,0.508459448814392,1.25417613983154,0.449873685836792,0.655171573162079,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,8,11,24,10,1,8,1,9,0,36,2,3,5,0,0,1,11,9,5,18,1,42,17,7,65,5,18,30,10,11,0,1.54153907299042,0.652167320251465,0.682628691196442,1.64858770370483,0.411778807640076,0.482564985752106,1.10245776176453,0.49459370970726,0.517061114311218,1.25557231903076,0.44890084862709,0.659365713596344,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,2,8,41,10,1,8,0,6,0,35,4,1,4,0,3,4,11,12,6,19,1,41,17,5,68,6,16,31,13,0,0,1.54165983200073,0.652229964733124,0.682280719280243,1.64855408668518,0.411731898784638,0.482142060995102,1.09995150566101,0.493524104356766,0.525824546813965,1.2569180727005,0.448074191808701,0.66365510225296,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,5,6,27,7,0,6,0,6,12,29,4,0,0,0,4,0,14,10,12,18,1,41,19,6,67,5,17,30,12,0,0,1.54176557064056,0.652329683303833,0.682019531726837,1.64849030971527,0.41175776720047,0.481728971004486,1.09773087501526,0.492487788200378,0.534425616264343,1.25828039646149,0.447184860706329,0.667945563793182,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,2,7,29,9,0,9,1,5,5,30,6,0,7,2,8,8,13,10,5,17,0,42,17,6,71,8,14,29,8,0,0,1.54184174537659,0.652383267879486,0.681855201721191,1.64844453334808,0.411776602268219,0.481381118297577,1.09622251987457,0.491738498210907,0.540812730789185,1.25925147533417,0.446582108736038,0.671156406402588,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
10,0,8,29,7,0,8,0,5,6,32,4,2,7,0,2,2,15,15,2,16,1,42,15,3,72,8,15,35,13,2,0,1.54196226596832,0.652464032173157,0.681648254394531,1.64843356609344,0.411955058574677,0.480672597885132,1.09433007240295,0.490865916013718,0.549104332923889,1.26056170463562,0.445859134197235,0.675299823284149,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,1,7,23,7,0,7,1,10,2,28,4,0,2,1,4,2,13,13,3,11,3,47,15,0,69,4,14,29,10,0,0,1.54211163520813,0.652598440647125,0.681521952152252,1.64827013015747,0.412008434534073,0.480380058288574,1.09257864952087,0.490096151828766,0.557296097278595,1.26187562942505,0.445400208234787,0.679338395595551,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
11,0,11,26,8,0,9,9,5,0,31,5,0,2,0,4,0,10,10,6,14,4,45,21,0,80,6,14,26,8,1,1,1.54229247570038,0.652666330337524,0.681435942649841,1.64816319942474,0.41203099489212,0.479904890060425,1.09095084667206,0.489531010389328,0.565400063991547,1.26309883594513,0.445161789655685,0.683254420757294,16_Aug_2023_12_46,,,,,,,,,,,,,,,,,,,,,,,,
