time,Gx,Gy,Gz,Ax,Ay,Az,Mx,My,Mz,F1,F2,B1,B2,S1,S2,S3,S4,S5,class
1285.60,3.35,-0.07,1.06,0.06,-0.68,0.72,-0.25,0.62,-0.18,0,0,317,638,108,226,403,222,0,0
1285.71,3.44,-2.24,0.88,0.06,-0.67,0.72,-0.25,0.62,-0.18,0,0,316,639,108,226,403,221,0,0
1285.81,2.68,0.06,1.01,0.06,-0.66,0.72,-0.25,0.63,-0.17,0,0,316,636,110,226,402,220,0,0
1285.92,3.12,-0.04,1.11,0.06,-0.66,0.72,-0.25,0.62,-0.18,0,0,316,638,108,226,401,220,0,0
1286.03,3.11,-0.24,1.05,0.06,-0.67,0.72,-0.25,0.62,-0.18,0,0,316,635,109,224,401,221,0,0
1286.13,3.39,-0.38,0.97,0.06,-0.67,0.72,-0.25,0.63,-0.18,0,0,316,637,109,224,401,219,1,0
1286.24,3.80,0.21,1.29,0.06,-0.67,0.71,-0.25,0.63,-0.18,0,0,316,637,109,225,401,219,0,0
1286.34,2.90,-0.25,1.31,0.06,-0.67,0.72,-0.25,0.63,-0.18,0,0,317,638,109,225,404,220,0,0
1286.45,3.34,0.55,1.11,0.06,-0.67,0.71,-0.24,0.63,-0.18,0,1,316,636,109,226,403,221,0,0
1286.55,3.81,0.38,1.40,0.06,-0.67,0.72,-0.25,0.62,-0.17,0,0,317,634,109,224,404,219,0,0
1286.66,3.73,0.10,1.15,0.06,-0.67,0.73,-0.25,0.62,-0.18,0,0,317,634,109,225,402,219,0,0
1286.76,3.29,-0.27,1.18,0.06,-0.67,0.71,-0.25,0.62,-0.17,0,0,317,634,108,225,403,219,0,0
1286.87,3.12,0.15,1.02,0.06,-0.67,0.72,-0.25,0.63,-0.18,0,0,317,634,108,223,402,218,0,0
1286.97,3.92,0.26,1.34,0.06,-0.66,0.72,-0.25,0.62,-0.18,0,0,316,633,109,224,401,217,0,0
1287.08,3.08,-0.05,1.36,0.06,-0.67,0.72,-0.25,0.63,-0.18,0,1,317,634,109,224,402,219,0,0
1287.19,3.18,0.05,1.06,0.06,-0.67,0.72,-0.25,0.63,-0.19,0,0,317,634,111,225,403,220,0,0
